url1,q1,a1,url2,q2,a2,url3,q3,a3,url4,q4,a4,url5,q5,a5
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,what was the score in the last game between the phillies and the expos?,4-6,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,"for how many games was attendance above 40,000?",3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,who played previous to the pirates on august 4?,Pirates,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,did august 3rd and august 4th have the same saves as august 11?,Yes,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,who is the only pitcher to have more than one save during this period?,John Franco
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,how many games during this period did the phillies not win?,7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,what team did the phillies play after august 7?,Mets,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,how many different opponents were played after august 4?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,how many total runs were scored by the opposing teams during this period?,34,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-240.html,which game had the lowest attendance?,113
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,what is the number of sizes that has an inner diameter above 50 mm?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,does a pg7 screw have a larger pitch than a pg16 screw?,no,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,what is the only thread nominal size with a 21.16mm inner diameter?,PG16,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,how many threads per inch does a pg42 size screw have?,16,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,how many different thread nominal sizes have at most 16 threads per inch (tpi)?,5
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,what size has the most threads per inch?,PG7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,which thread nominal size has the largest threads per inch?,PG7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,how long is the inner diameter of a pg16 screw?,21.16 (0.833),https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,does a pg7 screw have more or less than 15 threads per inch?,more,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,how many thread nominal sizes have a threads per inch of 18?,4
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,how many threads per inch equal 16?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,what is the difference in threads per inch between pg9 and pg29,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,how many total screws have 18 threads per inch?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-142.html,which thread nominal size has the largest inner diameter?,PG48,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,what is the first song on the album produced by havoc?,We Live This
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,how long is the shortest song on the album?,2:03,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,who produced the last track of the album?,Al West,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,what is the name of the last song on the album?,Teenage Thug (Bonus Track),https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,what performers were in the last track?,"Millennium Thug, Nas",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,how many songs are at least 4 minutes long?,9
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,"after street glory, what song is listed?",We Break Bread,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,how long os the longest track on the album?,4:47,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,how many songs were on the track list?,17,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,"what song was performed before ""fire""?",Our Way,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,"which track is longer, ""money"" or ""die 4""?",Die 4
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,how long is the longest track listed?,4:47,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,"which is longer, fire or die 4?",Die 4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,what is the title of the first track of this album?,Intro,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-38.html,how many tracks are at least 4 minutes long?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,what is the total number of times chelsea williams was the winner between 2007 and 2010?,2
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,who was next to finish after josh constable in the 2008 telstra men's pro?,Seb Wilson,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,how many times was josh constable second?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,in what event did chelsea williams win her first title?,2007 Banana Boat Women's Pro,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,name each of the years that taylor jensen was winner.,2009|2010,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,in what two races did chelsea williams earn the same rank?,2007 Banana Boat Women's Pro|2009 Banana Boat Women's Pro
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,who was the top performer in the 2008 telstra men's pro?,Josh Constable,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,at which event did taylor jensen first win?,2009 Golden Breed Mens Pro LQS,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,how many times was josh constable the winner after 2007?,1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,how many times did jackson close rank fourth?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,did josh constable do better in the 2008 telstra men's pro or the 2009 golden breed mens pro lqs?,2008 Telstra Men's Pro
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,"after winning the banana boat women's pro in 2007, when did chelsea williams win her next event?",2009 Banana Boat Women's Pro,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-791.html,what is the number of 1st place wins earned by taylor jensen from 2008 to 2010?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,"how many passengers flew to quintana roo, cancun?","132,046",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,what were the total number of routes that used interjet?,7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,"what is the only route with over 120,000 passengers?","Quintana Roo, Cancún"
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,what rank is the smallest route?,10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,"what is the next busiest domestic routes, next to quintana roo, cancun?","Nuevo León, Monterrey",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,"what is the only airline to service baja california, tijuana?",Interjet,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,what city served the most passengers in 2013?,"Quintana Roo, Cancún",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,which interjet airline has the highest number of passenders?,"Aeroméxico Connect, Interjet, Volaris"
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,"what were the number of routes that had at least 50,000 passengers?",4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-169.html,what city served the least number of passengers in 2013?,"Tamaulipas, Tampico",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,how many years was honda used in a row after 2005?,6,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,how many years was castroneves racing in the indianapolis 500?,13,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,when was the last year team penske finished first?,2009
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,how many first place finishes did team penske have between 2001 and 2013?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,what number of times did team penske start in the 1st position?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,how many times did team penske have a start greater than 10?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,what is the only chassis type that castroneves used before 2009?,Dallara,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,which engine brands were not used in 2013?,Oldsmobile|Toyota|Honda
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,are there any years in which he did not use a dallara chassis?,No,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,what is the only year that castroneves started and finished in the 1 spot?,2009,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,"after 2011, what engine did team penske use?",Chevrolet,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,in what position did team penske finish the first year a honda engine was used?,25,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,after 2002 when did team penske earn its next first place finish?,2009
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-493.html,in which years did team penske finish at least in the top 3?,2001|2002|2003|2007|2009,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-539.html,how many 110 m hurdles did china compete in?,17,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-539.html,what distance hurdles was run the most?,110 m hurdles,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-539.html,"other than asian junior championships, what other time did they place 1st?",Asian Championships,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-539.html,which competition was shi dongpeng in before the world junior championships?,Asian Junior Championships
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-539.html,how many competitions did china came in 5th or better place?,10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-539.html,what is the number of championships listed in table?,7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-539.html,in how many years did shi dongpeng compete in at least two competitions?,10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-539.html,what is the number of competitions shi dongpeng competed in in 2003?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,which painter has a higher mark for drawing jacopo bassano or otho venius?,Otho Venius
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,what is the total number of painters who scored 12 in composition?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,how many artist scored zero marks in color?,1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,how many artists scored 0 for expression?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,how many painters received a mark of 14 for color?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,how many painters received a color mark below 10?,21
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,name one of the painters that was last in rank for color.,Pietro Testa,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,which artists scored at least 16 for composition?,Charles Le Brun|Guercino|Raphael|Rubens,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,michelangelo scored high on marks on one aspect of painting. what was his highest mark in?,Drawing,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-186.html,who has the greatest marks in composition?,Guercino|Rubens,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,"if the number of parishes were equal in each country, how many parishes would each country have?",3616
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,"total number of adherents in romania, cyprus, and greece","23,700,000",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,how many more adherents does constantinople have compared to jerusalem?,4500000,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,which country has the top amount of adherents?,Russia,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,priests,"54,382",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,which country has the same amount of adherents as jerusalem?,Cyprus
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,how many bishops does greece have?,101,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,how many jurisdictions are listed in the chart?,15,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,bishops in alexandria,41,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,how many bishops per adherent in serbia?,0.000004,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,only jurisdiction with more than 550 monasteries,Russia
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,larger parish,Russia,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,"number of jurisdictions with at least 10,000 priests",3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-284.html,how many total bishops are there in all jurisdictions combined?,729,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-186.html,how many vessels were captured in rio de janeiro,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-186.html,who captured the most vessels?,Perry
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-186.html,was the porpoise seized before or after the independence,before,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,which country had an athlete place in the top 5 but not the top 3?,Sweden,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,who was the only racer from south korea?,Lee Yeong-Ha,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,how many athletes finished with the time less than 40.00?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,how many athletes ranked in the top 15 are from the united states?,3
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,how long did it take jim chapin to finish?,40.09,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,how many competitors were from the soviet union?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,who was the only competitor to not finish?,Horst Freese,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,which country had the same number of athletes in the top 10 as the united states?,Soviet Union,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,how many athletes represented sweden?,3
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,"who was faster, mikio oyama or arnulf sunde?",Arnulf Sunde,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,how many racers finished the course in under forty seconds?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,which athlete completed the race in the same time as jan bazen?,Arnulf Sunde,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,what racer finished with the same time as the fastest norwegian skater?,Jan Bazen,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,"besides archie marshal, what is the name of the athlete who recorded a time of 40.85 as well?",Norio Hirate
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-912.html,how many racers did not finish?,1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,how many ships were launched in the year 1944?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,what is the name of the last ship that was scrapped?,Wave Ruler,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,which other ship was launched in the same year as the wave victor?,Wave Conqueror,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,what was the next wave class oiler after wave emperor?,Wave Duke
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,what date was the first ship launched?,30 September 1943,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,"name a builder with ""and"" in the name.",Harland and Wolff,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,what is the name of the oldest wave-class oiler?,Wave Victor,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,what were the total number of ships that were scrapped?,18,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,how many ships did the furness shipbuilding company build according to this chart?,12
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,what was the first wave-class oiler launched?,Wave Victor,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,which ship had the most years in service?,Wave Ruler,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-313.html,what is the first ship listed?,Wave Baron,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,how many beta versions were released before the first full release?,9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,the download at the top of the chart,evolt
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,"which 16-bit cello version was released before june 10, 1993?",0.1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,which versions of cello have the same development cycle as 0.1?,0.2|0.3|0.4|0.5|0.6|0.8|0.9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,how may total versions of cello where there?,13,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,the total number of developmental cycles in beta,8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,the version 2 spots after 0.8,0.9
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,what is the last version of the 16-bit cello to be released in the beta cycle?,0.9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,the date previous to june 14th 1993,9 June 1993,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,what version was the only alpha release?,2.0,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,what was the total number of releases in 1994?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-743.html,how much time past between version .1 and version .9 of cello?,5 months
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,"how many games had more than 10,000 in attendance?",15,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,what was the date of the last game played by oxford united in which they lost?,24 April 1999,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,in how many games did the opponent score at least two points?,20,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,what number of games did oxford united f.c. play in august 1998?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,how many total opponents are there?,46
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,who was the first to have the best result,Portsmouth,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,what is the next date after september 12 1998?,19 September 1998,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,what was the first opponent oxford united f.c. defeated during the season?,Portsmouth,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,on which date was the game played with the most number of people in attendance?,19 September 1998,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,what is the last date?,9 May 1999
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,what opponent comes after sunderland?,Queens Park Rangers,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-441.html,how many total matches did oxford united f.c. play during the season?,46,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,what is the least about of runs anyone has?,159,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,how many players played more than 10 matches?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,how many more runs does john have than albert?,127
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,how many innings did bill and ted have in total?,30,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,how many runs did ted tyler have?,297,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,what were the number of innings albert clapp had?,15,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,which player had the least amount of runs?,Albert Clapp,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,name a player that play in no more than 13 innings.,Bill Roe
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,name a player whose average was above 25.,Herbie Hewett,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,who had the lowest average?,Albert Clapp,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,what is the total amount of runs everyone has all together?,2668,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-154.html,which player had the most runs?,Herbie Hewett,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-256.html,which home team scored the most points?,Harlequins RL
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-256.html,how many people attended the harlequins rl vs hull game?,"13,313",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-256.html,which team first won the first round?,Wigan Warriors,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-504.html,what is the number of times rowell has won the naacp image award?,10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-504.html,did she win as an outstanding actress in a daytime drama series more than she lost?,yes,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-504.html,how many times was she nominated?,8
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-504.html,what was the total number of times she was nominated but did not win an award?,8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-504.html,what was the first year she won a nomination?,1992,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-504.html,"did she get the same award in 2005, as she did in 2006?",Yes,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-504.html,how many awards has victoria rowell won?,11,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-504.html,what is the only year where rowell won the soap opera digest award?,1994
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-504.html,how many times has rowell been nominated for a daytime emmy?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-606.html,total number of venues that hosted first and second round games.,32,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-92.html,how many times did salvatore bettiol win first place across competitions?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-92.html,how many times did salvatore bettiol finish at least in the top five position?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-92.html,what are the number of times olympic games is listed as the competition?,2
