url1,q1,a1,url2,q2,a2,url3,q3,a3,url4,q4,a4,url5,q5,a5
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,what is total number of birthday?,21,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,name two people whose height is at least 174 cm,Brianne McLaughlin|Molly Schaus,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,how many total of names are listed?,21,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,which position was represented the most on the team?,F,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,what player is next on the list after erika lawler?,Gisele Marvin
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,which state was the birthplace for the most american 2010 olympic women's hockey roster?,Massachusetts,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,who was the oldest member of the american 2010 olympic women's hockey roster?,Jenny Potter,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,what is the total number of wisconsin badgers on the american roster for women's ice hockey in the 2010 winter olympics?,7,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,who is the tallest player born in july?,Hilary Knight,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-490.html,what position has the most lists?,F
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,which movies were number 1 for at least two consecutive weeks?,Frozen|Cásese Quien Pueda|300: Rise of an Empire,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,did frozen or cásese quien pueda make more money during their respective two week periods?,Cásese Quien Pueda,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,what is the top-grossing film on this list?,Captain America: The Winter Soldier,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,name a film that came out before february.,Frozen,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,which film was the highest grossing?,Captain America: The Winter Soldier
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,how many films grosses above 2.5 million dollars but below 3.5 million dollars?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,the lego movie was number one on february 9. what was the previous number one?,47 Ronin,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,what was the total gross of frozen when it was number one?,"$3,634,431",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,"which movie made more money, mr. peabody or the lego movie?",The Lego Movie,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-7.html,how long was frozen number one?,2 weeks
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-792.html,what is the total number of medals won by germany?,14,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-792.html,how many total events are there?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-792.html,what was the total number of medals won by canadians in all events?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-792.html,how many silver medals did christian lanthaler receive?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-792.html,how many australians won a medal in the downhill events?,2
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-792.html,what's the total number of events listed?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-792.html,how many gold medals did bart bunting get?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-792.html,who is the last person listed under slalom?,Ludwig Wolf,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,what is the difference between 2008 and 2009 score?,0,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,which year is there a larger amount of students receiving a 4 than a 3?,2013
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,which year had the weakest score?,2010,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,what is the number of students in 2011 that received a 1?,30.4%,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,was the total number of students testing the greatest in 2008 or 2013?,2013,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,which score consecutively had the highest percentage of students in it each year?,1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,which year had the largest number of students who scored 5s?,2013
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,was 2008's score above or below 2013?,below,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,what is the number of scores that are under 20%?,23,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,what is the number of students who took the test in 2007?,"97,136",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,what is the difference between the number of students that scored a 5 and the students that scored a 4 in 2009?,0.1%,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,how many students took the test in 2012?,"132,425"
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-638.html,is the percentage of students that scored a 3 larger than the percentage of students that scored a 1 in 2011?,no,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,"more beetles came from which country, spain or south africa?",South Africa,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,which species of beetle was first released after geotrupes spinger marsham?,Onitis caffer Boheman,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,which beetle had the largest amount released?,Onthophagus gazella Fabricius,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,what is the total number of liatongus militaris castelanu released?,"70,450"
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,how many more bubas bison were released than copris hispanus linnaeus?,1319,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,how many different species were released in 1971?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,what is the difference between the number of onthophagus obliquus species released and the number of sisyphus rubrus paschalidis released?,76633,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,how many different species were released in south africa?,13,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,were more bubas bison or copris hispanus linnaeus released?,Bubas bison
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-869.html,in which country were the most different species released?,South Africa,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-268.html,when will 8:12-15 of the torah be read?,Year 2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-268.html,how many years does it take to read the same verses again?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-116.html,what is the first age in which t waves are measured?,1 week,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/202-116.html,what is the v5 perchance for children before the age of one year?,0.5%
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,what players was drafted after al guepe?,Gordon Dahlgren,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,how many total players were selected in round nine?,10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,who was the only player from kansas state?,Paul Fanning,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,which position had the least number of players in round nine?,End|Tackle,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,who was the pick chosen after paul fanning?,Ed Nowogrowski
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,who was the last player selected in round nine?,Ray Johnson,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,which other team besides the new york giants drafted an end in round nine?,Chicago Bears,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,how many guards were picked?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,how many players selected in round nine were guards?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,what was the number of guards picked in the ninth round of the 1937 nfl draft?,3
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,dwight scheyer was the player drafter previous to who?,Matt Patanelli,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,who was the first pick of the ninth round of the 1937 nfl draft?,Paul Fanning,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,how many players drafted in round nine were guards?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,who was the last pick of the ninth round of the 1937 nfl draft?,Ray Johnson,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-815.html,how many players were picked in the ninth round of the 1937 nfl draft?,10
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-47.html,what location had the most games?,Xcel Energy Center,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-47.html,what was the score for game 8?,L 9-14,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-47.html,which date had the most people in attendance?,"March 3, 2006",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-47.html,what was the largest number of consecutive wins?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-47.html,how many games were won by the swarm by over 2 goals?,3
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-47.html,who was the opponent for game 2?,Philadelphia Wings,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-47.html,how many home games were played?,8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-47.html,how many games were not played in january or february?,8,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,"out of all the people who have points, who has the least?",Tomoyoshi Koyama,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,how many racers did not use an aprilia or a honda?,9
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,name a racer that had at least 20 points.,Mattia Pasini,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,which rider came in first with 25 points?,Mattia Pasini,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,what was the total number of positions in the 125cc classification?,43,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,"who placed higher, bradl or gadea?",Sergio Gadea,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,how many german racers finished the race?,4
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,how many people did not complete 27 laps?,12,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,how many racers received at least one point?,15,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,"who manufactured more, derbi or aprilla?",Aprilia,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,what is the average of points of the top 5 riders?,17,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,how many riders at least scored 7 points?,9
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,which rider (in the top 15 positions) earned the lowest amount of points?,Tomoyoshi Koyama,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-214.html,how many total points did the top 5 finishers score?,85,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,which players played the same position as ardo kreek?,Siim Ennemuist|Andri Aganits,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,kert toobal is the oldest who is the next oldest player listed?,Argo Meresaar,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,which player is taller than andri agantis?,Oliver Venno
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,how much taller in oliver venno than rait rikberg?,36,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,who is at least 25 years or older?,Ardo Kreek|Kert Toobal|Martti Juhkami|Argo Meresaar|Rait Rikberg|Edgar Järvekülg|Jaanus Nõmmsalu,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,how many players are middle blockers?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,how many members of estonia's men's national volleyball team were born in 1988?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,who is the tallest member of estonia's men's national volleyball team?,Oliver Venno
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,what are the total number of players from france?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,how many players were born before 1988?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,how many members of estonia's men's national volleyball team are over 30 years old?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-116.html,which player on estonia's men's national volleyball team is taller than andri aganits?,Oliver Venno,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,who was the opponent in the last game played?,Albany Conquest
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,"which game did they score more, week 10 or 12?",12,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,who was the opponent previous to the south georgia wildcats?,Albany Conquest,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,what is the largest number of consecutive wins?,5,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,"which game had a larger gap in score between the two teams, week 9 or week 11?",9,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,what was the score of the first loss they had in the season?,L 53-37
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,"the pioneers played which team the weeks of april 29th, and may 27th.",Manchester Wolves,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,what is the total number of weeks?,18,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,where was the game held after the game at i wireless center?,Wachovia Arena,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-644.html,the pioneers beat the green bay blizzard may 5th but lost to them which week?,"June 24, 2006",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-546.html,for which odds of winning is the prize greater than $450.00?,"2,000"
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-546.html,what is the total number of winning tickets?,565,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-546.html,how many divisions only had one winning ticket?,6,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-351.html,how many spanish champions have there been?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-351.html,"of all the countries that have them, which country has the least champions",Russia,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-351.html,who is the only canadian in the tournaments?,Sébastien Lareau
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-351.html,what is the first week of the tournament?,7 November,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-351.html,who was the first american to become a champion?,Pete Sampras,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-351.html,what is the total number of americans in the tournaments?,6,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-351.html,how many australians are in the tournament?,4,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,what is the total number of ships the united states launched in 1929?,5
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,what are the total number of times northampton-class cruiser is listed as the class of the ship?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,name a ship from the united states and one from norway.,Salt Lake City|Barøy,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,which country built the most ships according to this cart?,United States,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,how many ships did germany launch in 1929?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,"for each ship, list which were built by new york navy yard.",Pensacola
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,what is the average number of ship launches during the year 1929?,16,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,what was the first ship to be launched in 1929?,Salt Lake City,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,what ship has the most letters in it's name?,Commandant Teste,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,"after the salt lake city, which ship was the next to be launched?",Commandant Teste,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,which ship was launched later in the month: the northampton or the houston?,Houston
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,how many more ships did germany launch compared to norway during 1929?,2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-403.html,what is the name of the last ship on this chart?,Yngve,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-701.html,how many pasurams are in naanmugan,96,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-701.html,thiruvay mozhi has the most pasurams at what number total?,1102,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-701.html,what is the last name of the prabandham on the chart?,Thiruvay Mozhi
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-701.html,which prabandham has the least number of pasurams,Thiruvezhukkurrirukkai|Siriya Thirumadal|Peria Thirumadal,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-701.html,what is the total number of pasarams?,3776,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-701.html,who is the next singer after periyalvar?,Aandaal,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-701.html,how many name of the prabandham are are there?,23,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-701.html,which prabandham had the highest number of pasurams?,Thiruvay Mozhi
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-701.html,name the prabandham with the most number of pasurams,Thiruvay Mozhi,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,what team is after the 2006 to 2008 season in the east superleague column?,Bonnyrigg Rose Athletic,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,which year was the last time broxburn athletic topped the east region south division tables?,2009-10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,which team has made the roll of honour more times in the east region south division: fauldhouse united or newtongrange star?,Fauldhouse United,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,when was the last year bo'ness united made the roll of honour for east superleague?,2010-11
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,which league has at least one set of the same participants?,East Superleague,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,how many years are there in a season?,1,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,what season was previous to the tayport participant in the east premier league?,2008-09,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,are there at least 14 teams in the column of east superleague?,no,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,which team has won consecutive east superleague titles in the scottish junior football association east region?,Bo'ness United
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,how many teams total between the east region central division and east premier league?,14,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,are there only 7 teams total in the east premiere league column?,yes,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-428.html,the first time bo'ness united won the east superleague was which year?,2009-10,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,"tell me the number with a ""fab"" of 500 nm.",2,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,which model has the largest bandwidth,Voodoo5 6000
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,what is the last model?,Spectre 3000,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,"what launch date comes before march 1, 1998?",April 1997,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,what wast the previous model launched before voodoo3 1000?,Velocity 200,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,what is the next code name after sst1?,SST96,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,what is the number of mpixels/s that voodoo banshee had?,100
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,how many models were launched in 1999?,6,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,what is the other model with the same fab like velocity 100,Velocity 200|Voodoo3 1000|Voodoo3 2000|Voodoo3 3000|Voodoo3 3500 TV|Voodoo4 4200|Voodoo4 4500|Voodoo4 4800|Voodoo5 5000|Voodoo5 5500|Voodoo5 6000,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,what model comes after voodoo 3000,Voodoo3 3500 TV,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,voodoo banshee was released fourth. what was the next release date?,"July 26, 1999",https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-582.html,what is the total of launches?,12
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-680.html,which team has the largest margin of victory in an aloha bowl game?,Syracuse,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-680.html,which teams played in the last aloha bowl?,Boston College|Arizona State,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-680.html,what is the largest total number of points scored by both teams in an aloha bowl game?,94,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-680.html,which teams were playing in the game with the least amount of people in attendance?,Syracuse|Arizona,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-680.html,what was the only year that a team finished with the score of zero?,1990
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/203-680.html,how many teams had a score of 51 points?,3,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-14.html,who came in first place?,Marit Bjørgen,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-14.html,who was the top finisher from poland?,Justyna Kowalczyk,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-14.html,how many bib numbers were before hanna falk's?,17,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-14.html,who was first?,Marit Bjørgen
https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-14.html,who was last?,Olga Reshetkova,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-14.html,who is right below hanna falk?,Laure Barthélémy,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-14.html,what is the time of the last finisher from kazakhstan?,3:26.51,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-14.html,who ran the quickest race from italy?,Magda Genuin,https://raw.githubusercontent.com/wenhuchen/Interface/master/WikiTableQuestions/csv/all-csv/204-14.html,how many times is the united states in the rankings?,4
